Unique ID,出荷日,商品名,数量,元データ合計金額,売上高,原価単価,原価計算根拠,売上原価,物流業者(推測後),業者推測根拠,箱数,箱数計算ルール,箱単価,物流費
,2025/7/9,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,5.0,0,0.0,3848.0,マスター参照,19240.0,EMS,元データ,3,マンジャロルール (数量/2),1308,3924
,2025/7/9,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,0,0.0,1924.0,マスター参照,1924.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/9,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"11,500",11500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/9,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"18,500",18500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/9,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 100錠,1.0,"40,000",40000.0,32570.0,マスター参照,32570.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/9,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"10,000",10000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/9,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"34,000",34000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Rebamipide瑞巴派特片100mg 100粒,1.0,"2,985",2985.0,1040.0,マスター参照,1040.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/9,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"17,000",17000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/9,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"11,000",11000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/9,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"47,000",47000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/9,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,8.0,"91,000",91000.0,3848.0,マスター参照,30784.0,EMS,元データ,4,マンジャロルール (数量/2),1308,5232
,2025/7/9,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,5.0,"85,000",85000.0,7696.0,マスター参照,38480.0,EMS,元データ,3,マンジャロルール (数量/2),1308,3924
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,4.0,"42,080",42080.0,3848.0,マスター参照,15392.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,4.0,"56,000",56000.0,3848.0,マスター参照,15392.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 7.5mg 1支,4.0,"64,000",64000.0,5772.0,マスター参照,23088.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"51,000",51000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/10,Mohrus 久光膏药贴　7枚x1袋,1.0,0,0.0,200.2,マスター参照,200.2,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"28,000",28000.0,3848.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,"7,500",7500.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,1.0,"12,000",12000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"11,000",11000.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"17,000",17000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,4.0,"32,000",32000.0,3848.0,マスター参照,15392.0,不明,推測不能,0,,0,0
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,4.0,"51,000",51000.0,3848.0,マスター参照,15392.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"10,000",10000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"60,000",60000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"11,500",11500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"4,232",4232.0,3848.0,マスター参照,7696.0,不明,推測不能,0,,0,0
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"30,000",30000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"48,000",48000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/10,Dayvigo莱博雷生5mg 100錠,1.0,"19,300",19300.0,8270.0,マスター参照,8270.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/10,Dayvigo莱博雷生5mg 100錠,1.0,"19,300",19300.0,8270.0,マスター参照,8270.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/10,Dayvigo莱博雷生2.5mg 100錠,1.0,"13,300",13300.0,5210.0,マスター参照,5210.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/10,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 100錠,1.0,"50,000",50000.0,32570.0,マスター参照,32570.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/10,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"17,000",17000.0,7696.0,マスター参照,7696.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 7.5mg 1支,2.0,"36,000",36000.0,5772.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 10mg 1支,6.0,"120,000",120000.0,7696.0,マスター参照,46176.0,EMS,元データ,3,マンジャロルール (数量/2),1308,3924
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 12.5mg 1支,4.0,"104,000",104000.0,9620.0,マスター参照,38480.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"26,600",26600.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,1.0,"12,750",12750.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 7.5mg 1支,1.0,"17,500",17500.0,5772.0,マスター参照,5772.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"15,000",15000.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,2.0,"97,000",97000.0,15392.0,マスター参照,30784.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"26,000",26000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"33,000",33000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,500.0,"4,000,000",4000000.0,3848.0,マスター参照,1924000.0,神戸物流,元データ,250,マンジャロルール (数量/2),248,62000
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,700.0,"9,800,000",9800000.0,7696.0,マスター参照,5387200.0,神戸物流,元データ,350,マンジャロルール (数量/2),248,86800
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,400.0,"7,200,000",7200000.0,11544.0,マスター参照,4617600.0,神戸物流,元データ,200,マンジャロルール (数量/2),248,49600
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,2.0,"15,000",15000.0,1924.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,500",16500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,"7,000",7000.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,1.0,"8,250",8250.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"10,000",10000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"33,000",33000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"47,400",47400.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Rybelsus 司美格鲁肽 索马鲁肽片剂 3mg 100錠,1.0,"25,000",25000.0,13960.0,マスター参照,13960.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"25,000",25000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"17,000",17000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"22,000",22000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/11,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,4.0,"60,000",60000.0,3848.0,マスター参照,15392.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"34,000",34000.0,7696.0,マスター参照,15392.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,不明,推測不能,0,,0,0
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"22,000",22000.0,3848.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"27,000",27000.0,3848.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"22,000",22000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"51,600",51600.0,7696.0,マスター参照,15392.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"33,600",33600.0,11544.0,マスター参照,11544.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"57,800",57800.0,11544.0,マスター参照,23088.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,2.0,"75,000",75000.0,15392.0,マスター参照,30784.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,4.0,"88,000",88000.0,7696.0,マスター参照,30784.0,神戸物流,元データ,2,マンジャロルール (数量/2),248,496
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,400.0,"3,200,000",3200000.0,3848.0,マスター参照,1539200.0,神戸物流,元データ,200,マンジャロルール (数量/2),248,49600
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,600.0,"8,400,000",8400000.0,7696.0,マスター参照,4617600.0,神戸物流,元データ,300,マンジャロルール (数量/2),248,74400
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,300.0,"4,200,000",4200000.0,7696.0,マスター参照,2308800.0,神戸物流,元データ,150,マンジャロルール (数量/2),248,37200
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"22,000",22000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 10mg 1支,4.0,"75,000",75000.0,7696.0,マスター参照,30784.0,神戸物流,元データ,2,マンジャロルール (数量/2),248,496
,2025/7/12,62 津村制药汉方 防风通圣散冲剂  2.5gx1包,15.0,0,0.0,34.5,マスター参照,517.5,神戸物流,元データ,15.0,通常ルール (数量),248,3720.0
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 7.5mg 1支,4.0,"60,000",60000.0,5772.0,マスター参照,23088.0,神戸物流,元データ,2,マンジャロルール (数量/2),248,496
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,500",16500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"46,000",46000.0,7696.0,マスター参照,15392.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/12,Mohrus 久光膏药贴　7枚x1袋,240.0,"96,000",96000.0,200.2,マスター参照,48048.0,不明,推測不能,0,,0,0
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,2.0,"15,000",15000.0,1924.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,2.0,"24,000",24000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 10mg 1支,10.0,"187,500",187500.0,7696.0,マスター参照,76960.0,神戸物流,元データ,5,マンジャロルール (数量/2),248,1240
,2025/7/12,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 100錠,1.0,"40,000",40000.0,32570.0,マスター参照,32570.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/12,Rybelsus 司美格鲁肽 索马鲁肽片剂 3mg 1錠,30.0,"6,150",6150.0,139.6,マスター参照,4188.0,要町SF,元データ,30.0,通常ルール (数量),1304,39120.0
,2025/7/12,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 1錠,120.0,"48,000",48000.0,325.7,マスター参照,39084.0,要町SF,元データ,120.0,通常ルール (数量),1304,156480.0
,2025/7/12,Rebamipide瑞巴派特片100mg 100粒,2.0,"4,470",4470.0,1040.0,マスター参照,2080.0,要町SF,元データ,2.0,通常ルール (数量),1304,2608.0
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,50.0,"450,000",450000.0,3848.0,マスター参照,192400.0,神戸物流,元データ,25,マンジャロルール (数量/2),248,6200
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,50.0,"750,000",750000.0,7696.0,マスター参照,384800.0,神戸物流,元データ,25,マンジャロルール (数量/2),248,6200
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,15.0,"285,000",285000.0,11544.0,マスター参照,173160.0,神戸物流,元データ,8,マンジャロルール (数量/2),248,1984
,2025/7/12,Dayvigo莱博雷生10mg 100錠,1.0,"24,800",24800.0,12360.0,マスター参照,12360.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/12,Dayvigo莱博雷生5mg 100錠,1.0,"19,800",19800.0,8270.0,マスター参照,8270.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/12,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"17,000",17000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"67,600",67600.0,11544.0,マスター参照,23088.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,0,0.0,1924.0,マスター参照,1924.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"24,000",24000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"32,000",32000.0,11544.0,マスター参照,11544.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/14,Rybelsus 司美格鲁肽 索马鲁肽片剂 14mg 100錠,1.0,"78,000",78000.0,48850.0,マスター参照,48850.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,5.0,"115,000",115000.0,7696.0,マスター参照,38480.0,EMS,元データ,3,マンジャロルール (数量/2),1308,3924
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,3.0,"36,000",36000.0,3848.0,マスター参照,11544.0,神戸物流,元データ,2,マンジャロルール (数量/2),248,496
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 7.5mg 1支,1.0,"16,000",16000.0,5772.0,マスター参照,5772.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"27,600",27600.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"32,000",32000.0,11544.0,マスター参照,11544.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,500",14500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,"10,500",10500.0,1924.0,マスター参照,1924.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,1.0,"12,000",12000.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"15,500",15500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"75,600",75600.0,11544.0,マスター参照,23088.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"42,000",42000.0,11544.0,マスター参照,23088.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,500",16500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"43,000",43000.0,7696.0,マスター参照,15392.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"46,000",46000.0,7696.0,マスター参照,15392.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"36,000",36000.0,7696.0,マスター参照,15392.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"10,000",10000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/14,Dayvigo莱博雷生5mg 100錠,1.0,"19,800",19800.0,8270.0,マスター参照,8270.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/14,Rybelsus 司美格鲁肽 索马鲁肽片剂 3mg 100錠,1.0,"25,000",25000.0,13960.0,マスター参照,13960.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/14,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 100錠,1.0,"50,000",50000.0,32570.0,マスター参照,32570.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/14,Rybelsus 司美格鲁肽 索马鲁肽片剂 14mg 100錠,1.0,"75,000",75000.0,48850.0,マスター参照,48850.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"50,000",50000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/14,Dayvigo莱博雷生5mg 100錠,1.0,"19,300",19300.0,8270.0,マスター参照,8270.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"34,000",34000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"24,000",24000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"30,000",30000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 7.5mg 1支,4.0,"49,776",49776.0,5772.0,マスター参照,23088.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/14,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,4.0,"42,080",42080.0,3848.0,マスター参照,15392.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 15mg 2支x1盒,12.0,"360,000",360000.0,23088.0,マスター参照,277056.0,神戸物流,元データ,6,マンジャロルール (数量/2),248,1488
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 15mg 2支x1盒,2.0,0,0.0,23088.0,マスター参照,46176.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,4.0,"88,000",88000.0,7696.0,マスター参照,30784.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,1.0,"25,000",25000.0,3848.0,マスター参照,3848.0,不明,推測不能,0,,0,0
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,3.0,"39,000",39000.0,3848.0,マスター参照,11544.0,神戸物流,元データ,2,マンジャロルール (数量/2),248,496
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,15.0,0,0.0,3848.0,マスター参照,57720.0,神戸物流,元データ,8,マンジャロルール (数量/2),248,1984
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,35.0,0,0.0,7696.0,マスター参照,269360.0,神戸物流,元データ,18,マンジャロルール (数量/2),248,4464
