Revised Logistics Calculation Log
=================================
Line 2: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 751: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 752: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 753: Processed. Provider: '要町SF', Cost: 1304, Reason: Provided in data
Line 754: Processed. Provider: '要町SF', Cost: 1304, Reason: Provided in data
Line 755: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 756: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 757: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 758: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 759: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 760: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 761: Processed. Provider: '神户物流', Cost: 248, Reason: Provided in data
Line 762: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 763: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 764: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 765: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 766: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 767: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 768: Processed. Provider: '大阪神洲物流', Cost: 606, Reason: Provided in data
Line 769: Processed. Provider: '大阪神洲物流', Cost: 606, Reason: Provided in data
Line 770: Processed. Provider: '大阪神洲物流', Cost: 606, Reason: Provided in data
Line 771: Processed. Provider: '神戸物流', Cost: 248, Reason: Provided in data
Line 772: Processed. Provider: '神戸物流', Cost: 248, Reason: Provided in data
Line 773: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 774: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 775: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 776: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 777: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 778: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 779: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 780: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 781: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 782: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 783: Processed. Provider: '神戸物流', Cost: 248, Reason: Provided in data
Line 784: Processed. Provider: '神戸物流', Cost: 248, Reason: Provided in data
Line 785: Processed. Provider: '神戸物流', Cost: 248, Reason: Provided in data
Line 786: Processed. Provider: '神戸物流', Cost: 248, Reason: Provided in data
Line 787: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 788: Processed. Provider: '神戸物流', Cost: 248, Reason: Provided in data
Line 789: Processed. Provider: '神戸物流', Cost: 248, Reason: Provided in data
Line 790: Processed. Provider: '神戸物流', Cost: 248, Reason: Provided in data
Line 791: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 792: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 793: Processed. Provider: '神戸物流', Cost: 248, Reason: Provided in data
Line 794: Processed. Provider: '神戸物流', Cost: 248, Reason: Provided in data
Line 795: Processed. Provider: '大阪神洲物流', Cost: 606, Reason: Provided in data
Line 796: Processed. Provider: '大阪神洲物流', Cost: 606, Reason: Provided in data
Line 797: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 798: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 799: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 800: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 801: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 802: Processed. Provider: 'ヤマト', Cost: 0, Reason: Inferred from Logistics Method
Line 803: Processed. Provider: 'ヤマト', Cost: 0, Reason: Inferred from Logistics Method
Line 804: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 805: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 806: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 807: Processed. Provider: '要町SF', Cost: 1304, Reason: Provided in data
Line 808: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 809: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 810: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 811: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 812: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 813: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 814: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 815: Processed. Provider: '要町SF', Cost: 1304, Reason: Provided in data
Line 816: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 817: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 818: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 819: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 820: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 821: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 822: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 823: Processed. Provider: 'ヤマト', Cost: 0, Reason: Inferred from Logistics Method
Line 824: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 825: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 826: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 827: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 828: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 829: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 830: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 831: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 832: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 833: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 834: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 835: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 836: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 837: Processed. Provider: '大阪神洲物流', Cost: 606, Reason: Provided in data
Line 838: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 839: Processed. Provider: '大阪神洲物流', Cost: 606, Reason: Provided in data
Line 840: Processed. Provider: '大阪神洲物流', Cost: 606, Reason: Provided in data
Line 841: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 842: Processed. Provider: 'ヤマト', Cost: 0, Reason: Inferred from Logistics Method
Line 843: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 844: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 845: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 846: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 847: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 848: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 849: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 850: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 851: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 852: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 853: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 854: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 855: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 856: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 857: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 858: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 859: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 860: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 861: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 862: Processed. Provider: 'ヤマト', Cost: 0, Reason: Inferred from Logistics Method
Line 863: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 864: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 865: Processed. Provider: '要町SF', Cost: 1304, Reason: Provided in data
Line 866: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 867: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 868: Processed. Provider: 'ヤマト', Cost: 0, Reason: Inferred from Logistics Method
Line 869: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 870: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 871: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 872: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 873: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 874: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 875: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 876: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 877: Processed. Provider: 'ヤマト', Cost: 0, Reason: Inferred from Logistics Method
Line 878: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 879: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 880: UNHANDLED. Provider: 'Unknown'. Cost not found.
Line 881: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 882: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 883: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 884: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 885: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 886: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 887: Processed. Provider: 'ヤマト', Cost: 0, Reason: Inferred from Logistics Method
Line 888: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 889: Processed. Provider: '神戸物流', Cost: 248, Reason: Provided in data
Line 890: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 891: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 892: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 893: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 894: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 895: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 896: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 897: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 898: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 899: Processed. Provider: 'SF CN', Cost: 406, Reason: Provided in data
Line 900: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 901: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 902: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 903: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 904: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 905: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 906: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 907: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 908: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 909: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 910: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 911: UNHANDLED. Provider: 'Unknown'. Cost not found.
Line 912: UNHANDLED. Provider: 'Unknown'. Cost not found.
Line 913: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
Line 914: Processed. Provider: 'EMS', Cost: 1308, Reason: Provided in data
